Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento
To-Do,New,Normal,java:S131:  "Add a default case to this switch.",CRITICAL,5min,Key: AYRYwJ8ezLdrJGM29xY7 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 666;startOffset: 20;endOffset: 26;endLine: 666,Maintenance (Code Smells)
To-Do,New,Normal,java:S1192:  "Define a constant instead of duplicating this literal Code (Memory Type):  3 times.",CRITICAL,8min,Key: AYRYwJ8ezLdrJGM29xW4 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 668;startOffset: 38;endOffset: 60;endLine: 668,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xXQ Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 704;startOffset: 16;endOffset: 26;endLine: 704,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xXR Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 705;startOffset: 16;endOffset: 25;endLine: 705,Maintenance (Code Smells)
To-Do,New,Normal,java:S131:  "Add a default case to this switch.",CRITICAL,5min,Key: AYRYwJ8ezLdrJGM29xY9 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 717;startOffset: 20;endOffset: 26;endLine: 717,Maintenance (Code Smells)
To-Do,New,Normal,java:S131:  "Add a default case to this switch.",CRITICAL,5min,Key: AYRYwJ8ezLdrJGM29xY- Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 747;startOffset: 20;endOffset: 26;endLine: 747,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xXS Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 769;startOffset: 16;endOffset: 26;endLine: 769,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xXT Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 770;startOffset: 16;endOffset: 25;endLine: 770,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xXU Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 808;startOffset: 16;endOffset: 26;endLine: 808,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xXV Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 809;startOffset: 16;endOffset: 25;endLine: 809,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xXW Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 817;startOffset: 24;endOffset: 32;endLine: 817,Maintenance (Code Smells)
To-Do,New,Normal,java:S1854:  "Remove this useless assignment to local variable index_b0.",MAJOR,15min,Key: AYRYwJ8ezLdrJGM29xZB Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 817;startOffset: 33;endOffset: 50;endLine: 817,Maintenance (Code Smells)
To-Do,New,Normal,java:S1481:  "Remove this unused index_b0 local variable.",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xZC Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 817;startOffset: 24;endOffset: 32;endLine: 817,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xXX Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 818;startOffset: 24;endOffset: 32;endLine: 818,Maintenance (Code Smells)
To-Do,New,Normal,java:S131:  "Add a default case to this switch.",CRITICAL,5min,Key: AYRYwJ8ezLdrJGM29xZD Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 822;startOffset: 20;endOffset: 26;endLine: 822,Maintenance (Code Smells)
To-Do,New,Normal,java:S1199:  "Extract this nested code block into a method.",MINOR,10min,Key: AYRYwJ8ezLdrJGM29xXv Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 824;startOffset: 35;endOffset: 36;endLine: 824,Maintenance (Code Smells)
To-Do,New,Normal,java:S1192:  "Define a constant instead of duplicating this literal Reserved:  5 times.",CRITICAL,12min,Key: AYRYwJ8ezLdrJGM29xW9 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 829;startOffset: 38;endOffset: 50;endLine: 829,Maintenance (Code Smells)
To-Do,New,Normal,java:S1116:  "Remove this empty statement.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xZE Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 831;startOffset: 24;endOffset: 25;endLine: 831,Maintenance (Code Smells)
To-Do,New,Normal,java:S108:  "Either remove or fill this block of code.",MAJOR,5min,Key: AYRYwJ8ezLdrJGM29xZF Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 855;startOffset: 35;endOffset: 36;endLine: 855,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xXY Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 938;startOffset: 16;endOffset: 26;endLine: 938,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xXZ Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 939;startOffset: 16;endOffset: 25;endLine: 939,Maintenance (Code Smells)
To-Do,New,Normal,java:S1116:  "Remove this empty statement.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xZI Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 943;startOffset: 16;endOffset: 17;endLine: 943,Maintenance (Code Smells)
To-Do,New,Normal,java:S1116:  "Remove this empty statement.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xZH Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 945;startOffset: 16;endOffset: 17;endLine: 945,Maintenance (Code Smells)
To-Do,New,Normal,java:S1192:  "Define a constant instead of duplicating this literal It is not implemeted yet! 15 times.",CRITICAL,32min,Key: AYRYwJ8ezLdrJGM29xW6 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 967;startOffset: 22;endOffset: 49;endLine: 967,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xXa Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 985;startOffset: 16;endOffset: 26;endLine: 985,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xXb Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 986;startOffset: 16;endOffset: 25;endLine: 986,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xXc Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 992;startOffset: 24;endOffset: 32;endLine: 992,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xXd Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 993;startOffset: 24;endOffset: 30;endLine: 993,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xXe Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 994;startOffset: 28;endOffset: 37;endLine: 994,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xXf Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 995;startOffset: 24;endOffset: 36;endLine: 995,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xXg Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1071;startOffset: 16;endOffset: 26;endLine: 1071,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xXh Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1072;startOffset: 16;endOffset: 25;endLine: 1072,Maintenance (Code Smells)
To-Do,New,Normal,java:S1144:  "Remove this unused private convertShortToBcd method.",MAJOR,5min,Key: AYRYwJ8ezLdrJGM29xbO Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1185;startOffset: 29;endOffset: 46;endLine: 1185,Maintenance (Code Smells)
To-Do,New,Normal,java:S1110:  "Remove these useless parentheses.",MAJOR,1min,Key: AYRYwJ8ezLdrJGM29xZq Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1196;startOffset: 28;endOffset: 29;endLine: 1196,Maintenance (Code Smells)
To-Do,New,Normal,java:S1905:  "Remove this unnecessary cast to long.",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xZu Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1240;startOffset: 33;endOffset: 39;endLine: 1240,Maintenance (Code Smells)
To-Do,New,Normal,java:S2184:  "Cast one of the operands of this subtraction operation to a long.",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xXu Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1242;startOffset: 34;endOffset: 35;endLine: 1242,Reliability (Bugs)
To-Do,New,Normal,java:S1854:  "Remove this useless assignment to local variable ms.",MAJOR,15min,Key: AYRYwJ8ezLdrJGM29xZt Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1242;startOffset: 20;endOffset: 56;endLine: 1242,Maintenance (Code Smells)
To-Do,New,Normal,java:S1481:  "Remove this unused ms local variable.",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xZv Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1242;startOffset: 17;endOffset: 19;endLine: 1242,Maintenance (Code Smells)
To-Do,New,Normal,java:S1905:  "Remove this unnecessary cast to long.",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xZw Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1243;startOffset: 34;endOffset: 40;endLine: 1243,Maintenance (Code Smells)
To-Do,New,Normal,java:S1854:  "Remove this useless assignment to local variable res.",MAJOR,15min,Key: AYRYwJ8ezLdrJGM29xZy Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1250;startOffset: 20;endOffset: 33;endLine: 1250,Maintenance (Code Smells)
To-Do,New,Normal,java:S1905:  "Remove this unnecessary cast to long.",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xZ2 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1271;startOffset: 27;endOffset: 33;endLine: 1271,Maintenance (Code Smells)
To-Do,New,Normal,java:S1905:  "Remove this unnecessary cast to long.",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xZ7 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1349;startOffset: 18;endOffset: 24;endLine: 1349,Maintenance (Code Smells)
To-Do,New,Normal,java:S3034:  "Prevent int promotion by adding & 0xff to this expression.",MAJOR,5min,Key: AYRYwJ8ezLdrJGM29xXw Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1355;startOffset: 45;endOffset: 63;endLine: 1355,Reliability (Bugs)
To-Do,New,Normal,java:S1905:  "Remove this unnecessary cast to byte.",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xZ8 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1355;startOffset: 45;endOffset: 51;endLine: 1355,Maintenance (Code Smells)
To-Do,New,Normal,java:S1135:  "Complete the task associated to this TODO comment.",INFO,0min,Key: AYRYwJ8ezLdrJGM29xaG Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1421;startOffset: 0;endOffset: 43;endLine: 1421,Maintenance (Code Smells)
To-Do,New,Normal,java:S5411:  "Use the primitive boolean expression here.",MINOR,5min,Key: AYRYwJ8ezLdrJGM29xXr Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1466;startOffset: 12;endOffset: 83;endLine: 1466,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xXl Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1476;startOffset: 22;endOffset: 31;endLine: 1476,Maintenance (Code Smells)
To-Do,New,Normal,java:S6396:  "Remove this unnecessary quantifier.",MAJOR,5min,Key: AYRYwJ8ezLdrJGM29xaM Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1477;startOffset: 116;endOffset: 119;endLine: 1477,Maintenance (Code Smells)
To-Do,New,Normal,java:S6396:  "Remove this unnecessary quantifier.",MAJOR,5min,Key: AYRYwJ8ezLdrJGM29xaN Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1477;startOffset: 96;endOffset: 99;endLine: 1477,Maintenance (Code Smells)
To-Do,New,Normal,java:S6396:  "Remove this unnecessary quantifier.",MAJOR,5min,Key: AYRYwJ8ezLdrJGM29xaO Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1477;startOffset: 80;endOffset: 83;endLine: 1477,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xXm Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1479;startOffset: 22;endOffset: 28;endLine: 1479,Maintenance (Code Smells)
To-Do,New,Normal,java:S6396:  "Remove this unnecessary quantifier.",MAJOR,5min,Key: AYRYwJ8ezLdrJGM29xaP Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1480;startOffset: 141;endOffset: 144;endLine: 1480,Maintenance (Code Smells)
To-Do,New,Normal,java:S6396:  "Remove this unnecessary quantifier.",MAJOR,5min,Key: AYRYwJ8ezLdrJGM29xaQ Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1480;startOffset: 121;endOffset: 124;endLine: 1480,Maintenance (Code Smells)
To-Do,New,Normal,java:S6396:  "Remove this unnecessary quantifier.",MAJOR,5min,Key: AYRYwJ8ezLdrJGM29xaR Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1480;startOffset: 105;endOffset: 108;endLine: 1480,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xXn Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1482;startOffset: 22;endOffset: 34;endLine: 1482,Maintenance (Code Smells)
To-Do,New,Normal,java:S6396:  "Remove this unnecessary quantifier.",MAJOR,5min,Key: AYRYwJ8ezLdrJGM29xaS Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1483;startOffset: 55;endOffset: 58;endLine: 1483,Maintenance (Code Smells)
To-Do,New,Normal,java:S135:  "Reduce the total number of break and continue statements in this loop to use at most one.",MINOR,20min,Key: AYRYwJ8ezLdrJGM29xXC Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1498;startOffset: 8;endOffset: 13;endLine: 1498,Maintenance (Code Smells)
To-Do,New,Normal,java:S4973:  "Strings and Boxed types should be compared using equals().",MAJOR,5min,Key: AYRYwJ8ezLdrJGM29xXs Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1501;startOffset: 34;endOffset: 36;endLine: 1501,Reliability (Bugs)
To-Do,New,Normal,java:S131:  "Add a default case to this switch.",CRITICAL,5min,Key: AYRYwJ8ezLdrJGM29xaV Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1509;startOffset: 12;endOffset: 18;endLine: 1509,Maintenance (Code Smells)
To-Do,New,Normal,java:S1116:  "Remove this empty statement.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xaW Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1514;startOffset: 20;endOffset: 21;endLine: 1514,Maintenance (Code Smells)
To-Do,New,Normal,java:S108:  "Either remove or fill this block of code.",MAJOR,5min,Key: AYRYwJ8ezLdrJGM29xaZ Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1521;startOffset: 48;endOffset: 49;endLine: 1521,Maintenance (Code Smells)
To-Do,New,Normal,java:S4719:  "Replace Charset.forName() call with StandardCharsets.UTF_8",MINOR,1min,Key: AYRYwJ8ezLdrJGM29xaa Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1530;startOffset: 65;endOffset: 89;endLine: 1530,Maintenance (Code Smells)
To-Do,New,Normal,java:S1116:  "Remove this empty statement.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xab Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1534;startOffset: 20;endOffset: 21;endLine: 1534,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xXo Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1603;startOffset: 22;endOffset: 31;endLine: 1603,Maintenance (Code Smells)
To-Do,New,Normal,java:S6396:  "Remove this unnecessary quantifier.",MAJOR,5min,Key: AYRYwJ8ezLdrJGM29xal Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1604;startOffset: 116;endOffset: 119;endLine: 1604,Maintenance (Code Smells)
To-Do,New,Normal,java:S6396:  "Remove this unnecessary quantifier.",MAJOR,5min,Key: AYRYwJ8ezLdrJGM29xam Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1604;startOffset: 96;endOffset: 99;endLine: 1604,Maintenance (Code Smells)
To-Do,New,Normal,java:S6396:  "Remove this unnecessary quantifier.",MAJOR,5min,Key: AYRYwJ8ezLdrJGM29xan Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1604;startOffset: 80;endOffset: 83;endLine: 1604,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xXp Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1606;startOffset: 22;endOffset: 28;endLine: 1606,Maintenance (Code Smells)
To-Do,New,Normal,java:S6396:  "Remove this unnecessary quantifier.",MAJOR,5min,Key: AYRYwJ8ezLdrJGM29xao Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1607;startOffset: 141;endOffset: 144;endLine: 1607,Maintenance (Code Smells)
To-Do,New,Normal,java:S6396:  "Remove this unnecessary quantifier.",MAJOR,5min,Key: AYRYwJ8ezLdrJGM29xap Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1607;startOffset: 105;endOffset: 108;endLine: 1607,Maintenance (Code Smells)
To-Do,New,Normal,java:S6396:  "Remove this unnecessary quantifier.",MAJOR,5min,Key: AYRYwJ8ezLdrJGM29xaq Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1607;startOffset: 121;endOffset: 124;endLine: 1607,Maintenance (Code Smells)
To-Do,New,Normal,java:S117:  "Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYRYwJ8ezLdrJGM29xXq Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1609;startOffset: 22;endOffset: 34;endLine: 1609,Maintenance (Code Smells)
To-Do,New,Normal,java:S6396:  "Remove this unnecessary quantifier.",MAJOR,5min,Key: AYRYwJ8ezLdrJGM29xar Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1610;startOffset: 55;endOffset: 58;endLine: 1610,Maintenance (Code Smells)
To-Do,New,Normal,java:S2129:  "Remove this String constructor",MAJOR,5min,Key: AYRYwJ8ezLdrJGM29xas Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1622;startOffset: 28;endOffset: 34;endLine: 1622,Maintenance (Code Smells)
To-Do,New,Normal,java:S135:  "Reduce the total number of break and continue statements in this loop to use at most one.",MINOR,20min,Key: AYRYwJ8ezLdrJGM29xXD Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1625;startOffset: 8;endOffset: 13;endLine: 1625,Maintenance (Code Smells)
To-Do,New,Normal,java:S4973:  "Strings and Boxed types should be compared using equals().",MAJOR,5min,Key: AYRYwJ8ezLdrJGM29xXt Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1628;startOffset: 34;endOffset: 36;endLine: 1628,Reliability (Bugs)
To-Do,New,Normal,java:S131:  "Add a default case to this switch.",CRITICAL,5min,Key: AYRYwJ8ezLdrJGM29xat Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1634;startOffset: 12;endOffset: 18;endLine: 1634,Maintenance (Code Smells)
To-Do,New,Normal,java:S108:  "Either remove or fill this block of code.",MAJOR,5min,Key: AYRYwJ8ezLdrJGM29xax Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1645;startOffset: 48;endOffset: 49;endLine: 1645,Maintenance (Code Smells)
To-Do,New,Normal,java:S4719:  "Replace Charset.forName() call with StandardCharsets.UTF_8",MINOR,1min,Key: AYRYwJ8ezLdrJGM29xay Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1654;startOffset: 65;endOffset: 89;endLine: 1654,Maintenance (Code Smells)
