Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento
To-Do,New,Normal,"java:S5998:  ""Refactor this repetition that can lead to a stack overflow for large inputs.""",MAJOR,20min,Key: AYRYwJ-3zLdrJGM29xgy Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/OpcuaPlcDriver.java - startLine: 54;startOffset: 84;endOffset: 109;endLine: 54,Reliability (Bugs)
To-Do,New,Normal,"java:S6397:  ""Replace this character class by the character itself.""",MAJOR,5min,Key: AYRYwJ-3zLdrJGM29xgz Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/OpcuaPlcDriver.java - startLine: 53;startOffset: 100;endOffset: 103;endLine: 53,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1168:  ""Return an empty array instead of null.""",MAJOR,30min,Key: AYRYwJ-ezLdrJGM29xf- Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/EncryptionHandler.java - startLine: 218;startOffset: 15;endOffset: 19;endLine: 218,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal Unable to encrypt Data 3 times.""",CRITICAL,8min,Key: AYRYwJ-ezLdrJGM29xf0 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/EncryptionHandler.java - startLine: 185;startOffset: 25;endOffset: 49;endLine: 185,Maintenance (Code Smells)
To-Do,New,Normal,"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYRYwJ-ezLdrJGM29xf1 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/EncryptionHandler.java - startLine: 73;startOffset: 12;endOffset: 37;endLine: 73,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1301:  ""Replace this switch statement by if statements to increase readability.""",MINOR,5min,Key: AYRYwJ-ezLdrJGM29xf2 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/EncryptionHandler.java - startLine: 112;startOffset: 8;endOffset: 14;endLine: 112,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3416:  ""Update this logger to use EncryptionHandler.class.""",MINOR,5min,Key: AYRYwJ-ezLdrJGM29xf3 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/EncryptionHandler.java - startLine: 43;startOffset: 65;endOffset: 89;endLine: 43,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1874:  ""Remove this use of getData; it is deprecated.""",MINOR,15min,Key: AYRYwJ-ezLdrJGM29xf4 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/EncryptionHandler.java - startLine: 104;startOffset: 47;endOffset: 54;endLine: 104,Maintenance (Code Smells)
To-Do,New,Normal,"java:S131:  ""Add a default case to this switch.""",CRITICAL,5min,Key: AYRYwJ-ezLdrJGM29xf5 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/EncryptionHandler.java - startLine: 112;startOffset: 8;endOffset: 14;endLine: 112,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1168:  ""Return an empty array instead of null.""",MAJOR,30min,Key: AYRYwJ-ezLdrJGM29xf7 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/EncryptionHandler.java - startLine: 186;startOffset: 19;endOffset: 23;endLine: 186,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1172:  ""Remove these unused method parameters buf data.""",MAJOR,5min,Key: AYRYwJ-ezLdrJGM29xf9 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/EncryptionHandler.java - startLine: 207;startOffset: 45;endOffset: 48;endLine: 207,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal RSA/ECB/OAEPWithSHA-1AndMGF1Padding 3 times.""",CRITICAL,8min,Key: AYRYwJ-ezLdrJGM29xfz Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/EncryptionHandler.java - startLine: 152;startOffset: 47;endOffset: 84;endLine: 152,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1168:  ""Return an empty array instead of null.""",MAJOR,30min,Key: AYRYwJ-ezLdrJGM29xgA Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/EncryptionHandler.java - startLine: 243;startOffset: 19;endOffset: 23;endLine: 243,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2925:  ""Remove this use of Thread.sleep().""",MAJOR,20min,Key: AYRYwJ-GzLdrJGM29xeR Path: Analisi-1:plc4j/drivers/opcua/src/test/java/org/apache/plc4x/java/opcua/ManualPLC4XOpcua.java - startLine: 218;startOffset: 19;endOffset: 24;endLine: 218,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2925:  ""Remove this use of Thread.sleep().""",MAJOR,20min,Key: AYRYwJ-GzLdrJGM29xeS Path: Analisi-1:plc4j/drivers/opcua/src/test/java/org/apache/plc4x/java/opcua/ManualPLC4XOpcua.java - startLine: 222;startOffset: 19;endOffset: 24;endLine: 222,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3416:  ""Update this logger to use SecureChannelTransactionManager.class.""",MINOR,5min,Key: AYRYwJ-jzLdrJGM29xgD Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannelTransactionManager.java - startLine: 32;startOffset: 65;endOffset: 84;endLine: 32,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 19 to the 15 allowed.""",CRITICAL,9min,Key: AYRYwJ-NzLdrJGM29xe_ Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 466;startOffset: 17;endOffset: 48;endLine: 466,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1602:  ""Remove useless curly braces around statement""",MINOR,5min,Key: AYRYwJ-NzLdrJGM29xe- Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 456;startOffset: 68;endOffset: 69;endLine: 456,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1940:  ""Use the opposite operator (!=) instead.""",MINOR,2min,Key: AYRYwJ-NzLdrJGM29xe0 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 206;startOffset: 36;endOffset: 104;endLine: 206,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.""",CRITICAL,6min,Key: AYRYwJ-NzLdrJGM29xe1 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 256;startOffset: 16;endOffset: 42;endLine: 256,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1172:  ""Remove this unused method parameter opcuaAcknowledgeResponse.""",MAJOR,5min,Key: AYRYwJ-NzLdrJGM29xe2 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 256;startOffset: 107;endOffset: 131;endLine: 256,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1874:  ""Remove this use of getData; it is deprecated.""",MINOR,15min,Key: AYRYwJ-NzLdrJGM29xe3 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 310;startOffset: 23;endOffset: 30;endLine: 310,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1874:  ""Remove this use of getData; it is deprecated.""",MINOR,15min,Key: AYRYwJ-NzLdrJGM29xe4 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 315;startOffset: 95;endOffset: 102;endLine: 315,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.""",CRITICAL,6min,Key: AYRYwJ-NzLdrJGM29xe5 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 358;startOffset: 16;endOffset: 45;endLine: 358,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1130:  ""Remove the declaration of thrown exception 'org.apache.plc4x.java.api.exceptions.PlcConnectionException' as it cannot be thrown from method's body.""",MINOR,5min,Key: AYRYwJ-NzLdrJGM29xe6 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 358;startOffset: 92;endOffset: 114;endLine: 358,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3457:  ""No need to call toString() method as formatting and string conversion is done by the Formatter.""",MAJOR,10min,Key: AYRYwJ-NzLdrJGM29xe7 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 434;startOffset: 118;endOffset: 154;endLine: 434,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal Error occurred while connecting to OPC UA server 3 times.""",CRITICAL,8min,Key: AYRYwJ-NzLdrJGM29xea Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 344;startOffset: 45;endOffset: 95;endLine: 344,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal Got Secure Response Connection Response 3 times.""",CRITICAL,8min,Key: AYRYwJ-NzLdrJGM29xeb Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 337;startOffset: 41;endOffset: 82;endLine: 337,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1141:  ""Extract this nested try block into a separate method.""",MAJOR,20min,Key: AYRYwJ-NzLdrJGM29xec Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 338;startOffset: 28;endOffset: 31;endLine: 338,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1141:  ""Extract this nested try block into a separate method.""",MAJOR,20min,Key: AYRYwJ-NzLdrJGM29xed Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 421;startOffset: 24;endOffset: 27;endLine: 421,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1141:  ""Extract this nested try block into a separate method.""",MAJOR,20min,Key: AYRYwJ-NzLdrJGM29xee Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 535;startOffset: 24;endOffset: 27;endLine: 535,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1141:  ""Extract this nested try block into a separate method.""",MAJOR,20min,Key: AYRYwJ-NzLdrJGM29xef Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 624;startOffset: 24;endOffset: 27;endLine: 624,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1141:  ""Extract this nested try block into a separate method.""",MAJOR,20min,Key: AYRYwJ-NzLdrJGM29xeg Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 793;startOffset: 28;endOffset: 31;endLine: 793,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1141:  ""Extract this nested try block into a separate method.""",MAJOR,20min,Key: AYRYwJ-NzLdrJGM29xeh Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 887;startOffset: 28;endOffset: 31;endLine: 887,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1301:  ""Replace this switch statement by if statements to increase readability.""",MINOR,5min,Key: AYRYwJ-NzLdrJGM29xei Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 1190;startOffset: 8;endOffset: 14;endLine: 1190,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYRYwJ-NzLdrJGM29xej Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 434;startOffset: 118;endOffset: 154;endLine: 434,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYRYwJ-NzLdrJGM29xek Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 553;startOffset: 118;endOffset: 154;endLine: 553,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Use the built-in formatting to construct this argument.""",MAJOR,5min,Key: AYRYwJ-NzLdrJGM29xel Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 631;startOffset: 45;endOffset: 111;endLine: 631,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYRYwJ-NzLdrJGM29xem Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 636;startOffset: 118;endOffset: 154;endLine: 636,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Use the built-in formatting to construct this argument.""",MAJOR,5min,Key: AYRYwJ-NzLdrJGM29xen Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 820;startOffset: 25;endOffset: 141;endLine: 820,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYRYwJ-NzLdrJGM29xeo Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 1143;startOffset: 48;endOffset: 78;endLine: 1143,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3008:  ""Rename this field NULL_EXPANDED_NODEID to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYRYwJ-NzLdrJGM29xep Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 71;startOffset: 34;endOffset: 54;endLine: 71,Maintenance (Code Smells)
To-Do,New,Normal,"java:S6397:  ""Replace this character class by the character itself.""",MAJOR,5min,Key: AYRYwJ-NzLdrJGM29xer Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 89;startOffset: 40;endOffset: 43;endLine: 89,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AYRYwJ-NzLdrJGM29xeT Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 1106;startOffset: 54;endOffset: 62;endLine: 1106,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1172:  ""Remove this unused method parameter driverContext.""",MAJOR,5min,Key: AYRYwJ-NzLdrJGM29xeu Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 128;startOffset: 39;endOffset: 52;endLine: 128,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal Subscription ServiceFault returned from server with error code  '{}' 3 times.""",CRITICAL,8min,Key: AYRYwJ-NzLdrJGM29xeU Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 434;startOffset: 45;endOffset: 116;endLine: 434,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal Failed to connect to opc ua server for the following reason:- {} {} 7 times.""",CRITICAL,16min,Key: AYRYwJ-NzLdrJGM29xeV Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 335;startOffset: 41;endOffset: 111;endLine: 335,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 20 to the 15 allowed.""",CRITICAL,10min,Key: AYRYwJ-NzLdrJGM29xew Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 167;startOffset: 16;endOffset: 22;endLine: 167,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal Error parsing 5 times.""",CRITICAL,12min,Key: AYRYwJ-NzLdrJGM29xeW Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 348;startOffset: 37;endOffset: 52;endLine: 348,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJ-NzLdrJGM29xex Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 170;startOffset: 0;endOffset: 102;endLine: 170,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal Unable to to Parse Create Session Request 3 times.""",CRITICAL,8min,Key: AYRYwJ-NzLdrJGM29xeX Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 462;startOffset: 25;endOffset: 68;endLine: 462,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal transportHost 3 times.""",CRITICAL,8min,Key: AYRYwJ-NzLdrJGM29xeY Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 1143;startOffset: 62;endOffset: 77;endLine: 1143,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1874:  ""Remove this use of getData; it is deprecated.""",MINOR,15min,Key: AYRYwJ-NzLdrJGM29xey Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 178;startOffset: 19;endOffset: 26;endLine: 178,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1874:  ""Remove this use of getData; it is deprecated.""",MINOR,15min,Key: AYRYwJ-NzLdrJGM29xez Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 183;startOffset: 98;endOffset: 105;endLine: 183,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal opc.tcp:// 3 times.""",CRITICAL,8min,Key: AYRYwJ-NzLdrJGM29xeZ Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 474;startOffset: 28;endOffset: 40;endLine: 474,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1130:  ""Remove the declaration of thrown exception 'org.apache.plc4x.java.spi.generation.ParseException' as it cannot be thrown from method's body.""",MINOR,5min,Key: AYRYwJ-NzLdrJGM29xfA Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 466;startOffset: 202;endOffset: 216;endLine: 466,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3457:  ""Format specifiers should be used instead of string concatenation.""",MAJOR,10min,Key: AYRYwJ-NzLdrJGM29xfa Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 944;startOffset: 16;endOffset: 99;endLine: 944,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1130:  ""Remove the declaration of thrown exception 'org.apache.plc4x.java.api.exceptions.PlcConnectionException' as it cannot be thrown from method's body.""",MINOR,5min,Key: AYRYwJ-NzLdrJGM29xfB Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 466;startOffset: 178;endOffset: 200;endLine: 466,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 27 to the 15 allowed.""",CRITICAL,17min,Key: AYRYwJ-NzLdrJGM29xfb Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 952;startOffset: 17;endOffset: 26;endLine: 952,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1172:  ""Remove this unused method parameter opcuaMessageResponse.""",MAJOR,5min,Key: AYRYwJ-NzLdrJGM29xfC Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 466;startOffset: 110;endOffset: 130;endLine: 466,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2142:  ""Either re-interrupt this method or rethrow the InterruptedException that can be caught here.""",MAJOR,15min,Key: AYRYwJ-NzLdrJGM29xfc Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 958;startOffset: 29;endOffset: 51;endLine: 958,Reliability (Bugs)
To-Do,New,Normal,"java:S1874:  ""Remove this use of getData; it is deprecated.""",MINOR,15min,Key: AYRYwJ-NzLdrJGM29xfd Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 1013;startOffset: 35;endOffset: 42;endLine: 1013,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1874:  ""Remove this use of getData; it is deprecated.""",MINOR,15min,Key: AYRYwJ-NzLdrJGM29xfe Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 1018;startOffset: 107;endOffset: 114;endLine: 1018,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1940:  ""Use the opposite operator (!=) instead.""",MINOR,2min,Key: AYRYwJ-NzLdrJGM29xfF Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 543;startOffset: 36;endOffset: 77;endLine: 543,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1854:  ""Remove this useless assignment to local variable returnedEndpoints.""",MAJOR,15min,Key: AYRYwJ-NzLdrJGM29xfg Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 1106;startOffset: 39;endOffset: 64;endLine: 1106,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3457:  ""No need to call toString() method as formatting and string conversion is done by the Formatter.""",MAJOR,10min,Key: AYRYwJ-NzLdrJGM29xfG Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 553;startOffset: 118;endOffset: 154;endLine: 553,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1481:  ""Remove this unused returnedEndpoints local variable.""",MINOR,5min,Key: AYRYwJ-NzLdrJGM29xfh Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 1106;startOffset: 21;endOffset: 38;endLine: 1106,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1602:  ""Remove useless curly braces around statement""",MINOR,5min,Key: AYRYwJ-NzLdrJGM29xfH Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 565;startOffset: 54;endOffset: 55;endLine: 565,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1612:  ""Replace this lambda with method reference 'EndpointDescription.class::cast'.""",MINOR,2min,Key: AYRYwJ-NzLdrJGM29xfi Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 1110;startOffset: 19;endOffset: 21;endLine: 1110,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1602:  ""Remove useless curly braces around statement""",MINOR,5min,Key: AYRYwJ-NzLdrJGM29xfI Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 569;startOffset: 68;endOffset: 69;endLine: 569,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1117:  ""Rename endpoint which hides the field declared at line 104.""",MAJOR,5min,Key: AYRYwJ-NzLdrJGM29xfj Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 1114;startOffset: 34;endOffset: 42;endLine: 1114,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3457:  ""Format specifiers should be used instead of string concatenation.""",MAJOR,10min,Key: AYRYwJ-NzLdrJGM29xfJ Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 631;startOffset: 32;endOffset: 112;endLine: 631,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1612:  ""Replace this lambda with method reference 'UserTokenPolicy.class::cast'.""",MINOR,2min,Key: AYRYwJ-NzLdrJGM29xfk Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 1116;startOffset: 23;endOffset: 25;endLine: 1116,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3457:  ""No need to call toString() method as formatting and string conversion is done by the Formatter.""",MAJOR,10min,Key: AYRYwJ-NzLdrJGM29xfK Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 636;startOffset: 118;endOffset: 154;endLine: 636,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1871:  ""This branch's code block is the same as the block for the branch on line 1171.""",MAJOR,10min,Key: AYRYwJ-NzLdrJGM29xfl Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 1174;startOffset: 121;endOffset: 13;endLine: 1177,Maintenance (Code Smells)
To-Do,New,Normal,"java:S131:  ""Complete cases by adding the missing enum constants or add a default case to this switch.""",CRITICAL,5min,Key: AYRYwJ-NzLdrJGM29xfm Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 1190;startOffset: 8;endOffset: 14;endLine: 1190,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1602:  ""Remove useless curly braces around statement""",MINOR,5min,Key: AYRYwJ-NzLdrJGM29xfM Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 649;startOffset: 54;endOffset: 55;endLine: 649,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1602:  ""Remove useless curly braces around statement""",MINOR,5min,Key: AYRYwJ-NzLdrJGM29xfN Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java - startLine: 653;startOffset: 68;endOffset: 69;endLine: 653,Maintenance (Code Smells)
