Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento
To-Do,New,Normal,08C47B0A-C83B-4B1B-8BDD-6BF44F9AE58A: Access Specifier Manipulation,High,,plc4j/transports/serial/src/main/java/org/apache/plc4x/java/transport/serial/SerialChannel.java:378,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java:164,Security (Vulnerabilities)
To-Do,New,Normal,823FE039-A7FE-4AAD-B976-9EC53FFE4A59: Path Manipulation,High,,plc4j/transports/pcap-replay/src/main/java/org/apache/plc4x/java/transport/pcapreplay/PcapReplayTransport.java:42,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/knxnetip/src/main/java/org/apache/plc4x/protocol/knxnetip/KnxNetIpProtocol.java:50,Security (Vulnerabilities)
To-Do,New,Normal,D8E9ED3B-22EC-4CBA-98C8-7C67F73CCF4C: Portability Flaw: Locale Dependent Comparison,High,,plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java:1508,Security (Vulnerabilities)
To-Do,New,Normal,D8E9ED3B-22EC-4CBA-98C8-7C67F73CCF4C: Portability Flaw: Locale Dependent Comparison,High,,plc4j/drivers/simulated/src/main/java/org/apache/plc4x/java/simulated/field/SimulatedField.java:62,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/df1/src/main/java/org/apache/plc4x/protocol/df1/Df1Protocol.java:37,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/c-bus/src/main/java/org/apache/plc4x/protocol/cbus/CBusProtocol.java:46,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/c-bus/src/main/java/org/apache/plc4x/protocol/cbus/CBusProtocol.java:50,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/c-bus/src/main/java/org/apache/plc4x/protocol/cbus/CBusProtocol.java:54,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/c-bus/src/main/java/org/apache/plc4x/protocol/cbus/CBusProtocol.java:58,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/c-bus/src/main/java/org/apache/plc4x/protocol/cbus/CBusProtocol.java:62,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/c-bus/src/main/java/org/apache/plc4x/protocol/cbus/CBusProtocol.java:66,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/c-bus/src/main/java/org/apache/plc4x/protocol/cbus/CBusProtocol.java:70,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/c-bus/src/main/java/org/apache/plc4x/protocol/cbus/CBusProtocol.java:74,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/c-bus/src/main/java/org/apache/plc4x/protocol/cbus/CBusProtocol.java:78,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/c-bus/src/main/java/org/apache/plc4x/protocol/cbus/CBusProtocol.java:82,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/c-bus/src/main/java/org/apache/plc4x/protocol/cbus/CBusProtocol.java:86,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/c-bus/src/main/java/org/apache/plc4x/protocol/cbus/CBusProtocol.java:90,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/c-bus/src/main/java/org/apache/plc4x/protocol/cbus/CBusProtocol.java:94,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/c-bus/src/main/java/org/apache/plc4x/protocol/cbus/CBusProtocol.java:97,Security (Vulnerabilities)
To-Do,New,Normal,49D75ADD-4BBD-49B9-AAF2-92B9BAB332FE: Insecure Randomness,High,,plc4j/utils/plc-simulator/src/main/java/org/apache/plc4x/simulator/server/cbus/protocol/CBusServerAdapter.java:634,Security (Vulnerabilities)
To-Do,New,Normal,07991774-F86A-4A10-B7D9-666AF337F943: Insecure Randomness,High,,plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/CertificateGenerator.java:71,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/profinet/src/main/java/org/apache/plc4x/java/profinet/protocol/ProfinetProtocolLogic.java:99,Security (Vulnerabilities)
To-Do,New,Normal,3832F028-1D78-4AFB-A36E-9DF051D1A93B: Path Manipulation,High,,plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/OPCUAServer.java:220,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/modbus/src/main/java/org/apache/plc4x/protocol/modbus/ModbusProtocol.java:37,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java:163,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/profinet/src/main/java/org/apache/plc4x/java/profinet/discovery/ProfinetPlcDiscoverer.java:189,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java:482,Security (Vulnerabilities)
To-Do,New,Normal,08C47B0A-C83B-4B1B-8BDD-6BF44F9AE58A: Access Specifier Manipulation,High,,plc4j/transports/serial/src/main/java/org/apache/plc4x/java/transport/serial/SerialChannel.java:513,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/bacnetip/src/main/java/org/apache/plc4x/protocol/bacnetip/BacNetIpProtocol.java:50,Security (Vulnerabilities)
To-Do,New,Normal,93A88C53-D00C-4A86-9747-D9A0B3176085: XML External Entity Injection,High,,plc4j/drivers/knxnetip/src/main/java/org/apache/plc4x/java/knxnetip/ets/EtsParser.java:120,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/modbus/src/main/java/org/apache/plc4x/java/modbus/tcp/discovery/ModbusPlcDiscoverer.java:95,Security (Vulnerabilities)
To-Do,New,Normal,08C47B0A-C83B-4B1B-8BDD-6BF44F9AE58A: Access Specifier Manipulation,High,,plc4j/tools/opm/src/main/java/org/apache/plc4x/java/opm/PlcEntityManager.java:173,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/canopen/src/main/java/org/apache/plc4x/protocol/canopen/CANOpenProtocol.java:37,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/profinet/src/main/java/org/apache/plc4x/java/profinet/discovery/ProfinetPlcDiscoverer.java:188,Security (Vulnerabilities)
To-Do,New,Normal,AD91C532-92A1-4988-9CDF-2A0A0FD16758: Password Management: Hardcoded Password,High,,plc4j/drivers/bacnet/target/generated-sources/plc4x/org/apache/plc4x/java/bacnetip/readwrite/BACnetConstructedDataOptional.java:100,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java:165,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/open-protocol/src/main/java/org/apache/plc4x/protocol/openprotocol/OpenProtocolProtocol.java:37,Security (Vulnerabilities)
To-Do,New,Normal,D8E9ED3B-22EC-4CBA-98C8-7C67F73CCF4C: Portability Flaw: Locale Dependent Comparison,High,,plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java:1709,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/discovery/AdsPlcDiscoverer.java:166,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/discovery/AdsPlcDiscoverer.java:166,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/discovery/AdsPlcDiscoverer.java:166,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/discovery/AdsPlcDiscoverer.java:166,Security (Vulnerabilities)
To-Do,New,Normal,823FE039-A7FE-4AAD-B976-9EC53FFE4A59: Path Manipulation,High,,plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/configuration/PasswordConfiguration.java:64,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/bacnetip/src/main/java/org/apache/plc4x/protocol/bacnetip/BacNetIpProtocol.java:60,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/bacnetip/src/main/java/org/apache/plc4x/protocol/bacnetip/BacNetIpProtocol.java:56,Security (Vulnerabilities)
To-Do,New,Normal,08C47B0A-C83B-4B1B-8BDD-6BF44F9AE58A: Access Specifier Manipulation,High,,plc4j/transports/serial/src/main/java/org/apache/plc4x/java/transport/serial/SerialChannel.java:352,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/mqtt/src/main/java/org/apache/plc4x/protocol/mqtt/MqttProtocol.java:37,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/modbus/src/main/java/org/apache/plc4x/java/modbus/tcp/discovery/ModbusPlcDiscoverer.java:102,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/OPCUAServer.java:256,Security (Vulnerabilities)
To-Do,New,Normal,08C47B0A-C83B-4B1B-8BDD-6BF44F9AE58A: Access Specifier Manipulation,High,,plc4j/transports/serial/src/main/java/org/apache/plc4x/java/transport/serial/SerialChannel.java:365,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/bacnetip/src/main/java/org/apache/plc4x/protocol/bacnetip/BacNetIpProtocol.java:69,Security (Vulnerabilities)
To-Do,New,Normal,6DEAABAF-72E9-4AD6-8903-0EB8E858CB89: Unreleased Resource: Sockets,High,,plc4j/drivers/modbus/src/main/java/org/apache/plc4x/java/modbus/tcp/discovery/ModbusPlcDiscoverer.java:115,Security (Vulnerabilities)
To-Do,New,Normal,6DEAABAF-72E9-4AD6-8903-0EB8E858CB89: Unreleased Resource: Sockets,High,,plc4j/drivers/modbus/src/main/java/org/apache/plc4x/java/modbus/tcp/discovery/ModbusPlcDiscoverer.java:114,Security (Vulnerabilities)
